Date,DayOfWeek,Month,SemesterWeek,Weekend,Meal,Menu,Attendance,Capacity,ExamWeek,MidSem,EndSem,Festival,HolidayTomorrow,HolidayAfter2Days,HolidayNear,Rain,ExpectedAttendance,PreparedFood_kg,Waste_kg
2026-10-12,Monday,10,11,0,Lunch,Dal Tadka & Rice,861,1020,0,0,0,0,0,0,0,0,916,1199.53,166.57
2026-10-12,Monday,10,11,0,Dinner,Dal Fry & Jeera Rice,805,1020,0,0,0,0,0,0,0,0,821,910.43,123.49
2026-10-13,Tuesday,10,11,0,Breakfast,Poha,604,1020,0,0,0,0,0,0,0,0,527,496.81,40.11
2026-10-13,Tuesday,10,11,0,Lunch,Rajma Chawal,886,1020,0,0,0,0,0,0,0,0,852,1114.25,18.92
2026-10-13,Tuesday,10,11,0,Dinner,Lauki Ki Bhurji,735,1020,0,0,0,0,0,0,0,0,686,772.78,125.22
2026-10-14,Wednesday,10,11,0,Breakfast,Aloo Paratha,760,1020,0,0,0,0,0,0,0,0,759,711.03,110.21
2026-10-14,Wednesday,10,11,0,Lunch,Lauki Ki Sabji,620,1020,0,0,0,0,0,0,0,0,625,817.03,192.28
2026-10-14,Wednesday,10,11,0,Dinner,Paneer Tikka Masala,996,1020,0,0,0,0,0,0,0,0,1020,1134.66,98.94
2026-10-15,Thursday,10,11,0,Breakfast,Bread Butter Jam,677,1020,0,0,0,0,0,0,0,0,688,611.93,93.0
2026-10-15,Thursday,10,11,0,Lunch,Kadhai Paneer & Roti,901,1020,0,0,0,0,0,0,0,0,831,1139.13,87.84
2026-10-15,Thursday,10,11,0,Dinner,Rajma Masala Dinner,892,1020,0,0,0,0,0,0,0,0,861,959.21,73.69
2026-10-16,Friday,10,11,0,Breakfast,Masala Khichdi,596,1020,0,0,0,0,0,0,0,0,675,592.11,167.01
2026-10-16,Friday,10,11,0,Lunch,Kadhai Paneer & Roti,1020,1020,0,0,0,0,0,0,0,0,1001,1420.27,205.04
2026-10-16,Friday,10,11,0,Dinner,Chole Kulche,817,1020,0,0,0,0,0,0,0,0,816,957.09,159.99
2026-10-17,Saturday,10,12,1,Breakfast,Cornflakes & Milk,679,1020,0,0,0,0,0,0,0,0,705,646.52,117.15
2026-10-17,Saturday,10,12,1,Lunch,Veg Khichdi,653,1020,0,0,0,0,0,0,0,0,704,970.73,287.09
2026-10-17,Saturday,10,12,1,Dinner,Bhindi Masala & Roti,727,1020,0,0,0,0,0,0,0,0,762,888.25,181.58
2026-10-18,Sunday,10,12,1,Breakfast,Idli Vada Combo,472,1020,0,0,0,0,0,0,0,1,486,425.92,43.02
2026-10-18,Sunday,10,12,1,Lunch,Moong Dal Khichdi,729,1020,0,0,0,0,0,0,0,1,686,975.03,215.96
2026-10-18,Sunday,10,12,1,Dinner,Chicken Biryani / Veg Biryani,942,1020,0,0,0,0,0,0,0,1,975,1120.47,189.47
2026-10-19,Monday,10,12,0,Breakfast,Masala Dosa,803,1020,0,0,0,0,0,0,0,0,818,711.53,76.85
2026-10-19,Monday,10,12,0,Lunch,Dal Tadka & Rice,904,1020,0,0,0,0,0,0,0,0,862,1134.18,68.7
2026-10-19,Monday,10,12,0,Dinner,Dal Fry & Jeera Rice,745,1020,0,0,0,0,0,0,0,0,781,820.39,104.83
2026-10-20,Tuesday,10,12,0,Breakfast,Poha,676,1020,0,0,0,0,0,0,0,1,782,737.9,218.11
2026-10-20,Tuesday,10,12,0,Lunch,Rajma Chawal,833,1020,0,0,0,0,0,0,0,1,885,1241.79,257.22
2026-10-20,Tuesday,10,12,0,Dinner,Lauki Ki Bhurji,752,1020,0,0,0,0,0,0,0,1,658,717.82,57.62
2026-10-21,Wednesday,10,12,0,Breakfast,Aloo Paratha,776,1020,0,0,0,0,0,0,0,0,876,783.15,157.41
2026-10-21,Wednesday,10,12,0,Lunch,Lauki Ki Sabji,665,1020,0,0,0,0,0,0,0,0,705,890.0,223.4
2026-10-21,Wednesday,10,12,0,Dinner,Paneer Tikka Masala,917,1020,0,0,0,0,0,0,0,0,825,870.33,11.36
2026-10-22,Thursday,10,12,0,Breakfast,Bread Butter Jam,620,1020,0,0,0,0,0,0,0,0,630,586.35,99.55
2026-10-22,Thursday,10,12,0,Lunch,Kadhai Paneer & Roti,949,1020,0,0,0,0,0,0,0,0,972,1272.91,103.91
2026-10-22,Thursday,10,12,0,Dinner,Rajma Masala Dinner,985,1020,0,0,0,0,0,0,0,0,886,1018.56,20.11
2026-10-23,Friday,10,12,0,Breakfast,Masala Khichdi,689,1020,0,0,0,0,0,0,0,0,634,533.38,29.16
2026-10-23,Friday,10,12,0,Lunch,Mix Veg & Paratha,811,1020,0,0,0,0,0,0,0,0,816,1088.38,122.41
2026-10-23,Friday,10,12,0,Dinner,Chole Kulche,790,1020,0,0,0,0,0,0,0,0,786,879.64,79.86
2026-10-24,Saturday,10,13,1,Breakfast,Cornflakes & Milk,719,1020,0,0,0,0,0,0,0,0,767,705.86,149.17
2026-10-24,Saturday,10,13,1,Lunch,Veg Khichdi,816,1020,0,0,0,0,0,0,0,0,864,1122.71,270.27
2026-10-24,Saturday,10,13,1,Dinner,Dal Khichdi Dinner,735,1020,0,0,0,0,0,0,0,0,762,894.14,227.0
2026-10-25,Sunday,10,13,1,Breakfast,Idli Vada Combo,441,1020,0,0,0,0,0,0,0,0,495,418.89,76.05
2026-10-25,Sunday,10,13,1,Lunch,Vegetable Biryani,836,1020,0,0,0,0,0,0,0,0,755,1071.82,60.73
2026-10-25,Sunday,10,13,1,Dinner,Chicken Biryani / Veg Biryani,991,1020,0,0,0,0,0,0,0,0,956,1075.71,94.72
2026-10-26,Monday,10,13,0,Breakfast,Masala Dosa,775,1020,0,0,0,0,0,0,0,0,842,758.0,127.83
2026-10-26,Monday,10,13,0,Lunch,Dal Tadka & Rice,857,1020,0,0,0,0,0,0,0,0,866,1111.59,111.64
2026-10-26,Monday,10,13,0,Dinner,Dal Fry & Jeera Rice,901,1020,0,0,0,0,0,0,0,0,926,991.12,95.05
2026-10-27,Tuesday,10,13,0,Breakfast,Poha,665,1020,0,0,0,0,0,0,0,0,579,541.57,10.85
2026-10-27,Tuesday,10,13,0,Lunch,Rajma Chawal,871,1020,0,0,0,0,0,0,0,0,784,1008.65,32.11
2026-10-27,Tuesday,10,13,0,Dinner,Lauki Ki Bhurji,761,1020,0,0,0,0,0,0,0,0,741,877.54,164.27
2026-10-28,Wednesday,10,13,0,Breakfast,Rava Upma,667,1020,0,0,0,0,0,0,0,0,672,626.14,113.6
2026-10-28,Wednesday,10,13,0,Lunch,Lauki Ki Sabji,637,1020,0,0,0,0,0,0,0,0,594,829.02,125.35
2026-10-28,Wednesday,10,13,0,Dinner,Paneer Tikka Masala,871,1020,0,0,0,0,0,0,0,0,912,1070.52,239.71
2026-10-29,Thursday,10,13,0,Breakfast,Bread Butter Jam,671,1020,0,0,0,0,0,0,0,0,604,525.77,31.26
2026-10-29,Thursday,10,13,0,Lunch,Kadhai Paneer & Roti,1020,1020,0,0,0,0,0,0,0,0,993,1324.25,92.39
2026-10-29,Thursday,10,13,0,Dinner,Yellow Dal & Steamed Rice,808,1020,0,0,0,0,0,0,0,0,768,894.37,120.27
2026-10-30,Friday,10,13,0,Breakfast,Masala Khichdi,508,1020,0,0,0,0,0,1,1,0,514,484.6,117.22
2026-10-30,Friday,10,13,0,Lunch,Chole Bhature,964,1020,0,0,0,0,0,1,1,0,928,1276.65,101.64
2026-10-30,Friday,10,13,0,Dinner,Chole Kulche,803,1020,0,0,0,0,0,1,1,0,799,935.02,112.85
2026-10-31,Saturday,10,14,1,Breakfast,Oats Porridge,443,1020,0,0,0,0,1,1,1,0,491,414.28,87.01
2026-10-31,Saturday,10,14,1,Lunch,Veg Khichdi,505,1020,0,0,0,0,1,1,1,0,496,713.29,203.51
2026-10-31,Saturday,10,14,1,Dinner,Dal Khichdi Dinner,494,1020,0,0,0,0,1,1,1,0,416,480.66,100.74
2026-11-01,Sunday,11,14,1,Breakfast,Idli Vada Combo,319,1020,0,0,0,1,1,0,1,0,301,286.87,27.73
2026-11-01,Sunday,11,14,1,Lunch,Dal Makhani & Roti,637,1020,0,0,0,1,1,0,1,0,632,854.63,124.65
2026-11-01,Sunday,11,14,1,Dinner,Chicken Biryani / Veg Biryani,645,1020,0,0,0,1,1,0,1,0,652,716.81,116.43
2026-11-02,Monday,11,14,0,Breakfast,Masala Dosa,854,1020,0,0,0,1,0,0,1,0,869,803.42,117.33
2026-11-02,Monday,11,14,0,Lunch,Dal Tadka & Rice,821,1020,0,0,0,1,0,0,1,0,704,960.43,26.03
2026-11-02,Monday,11,14,0,Dinner,Amritsari Chole,682,1020,0,0,0,1,0,0,1,0,661,718.94,18.17
2026-11-03,Tuesday,11,14,0,Breakfast,Poha,776,1020,0,0,0,0,0,0,0,0,834,762.5,162.35
2026-11-03,Tuesday,11,14,0,Lunch,Chole Bhature,941,1020,0,0,0,0,0,0,0,0,853,1084.24,17.91
2026-11-03,Tuesday,11,14,0,Dinner,Lauki Ki Bhurji,717,1020,0,0,0,0,0,0,0,0,806,895.21,281.31
2026-11-04,Wednesday,11,14,0,Breakfast,Aloo Paratha,762,1020,0,0,0,0,0,0,0,0,687,598.03,5.0
2026-11-04,Wednesday,11,14,0,Lunch,Lauki Ki Sabji,707,1020,0,0,0,0,0,0,0,0,679,866.04,105.44
2026-11-04,Wednesday,11,14,0,Dinner,Paneer Tikka Masala,899,1020,0,0,0,0,0,0,0,0,788,839.29,9.82
2026-11-05,Thursday,11,14,0,Breakfast,Bread Butter Jam,643,1020,0,0,0,0,0,0,0,0,634,548.57,42.6
2026-11-05,Thursday,11,14,0,Lunch,Kadhai Paneer & Roti,897,1020,0,0,0,0,0,0,0,0,865,1110.8,17.08
2026-11-05,Thursday,11,14,0,Dinner,Rajma Masala Dinner,896,1020,0,0,0,0,0,0,0,0,915,1050.08,139.83
2026-11-06,Friday,11,14,0,Breakfast,Masala Khichdi,738,1020,0,0,0,0,0,0,0,0,668,581.73,61.76
2026-11-06,Friday,11,14,0,Lunch,Chole Bhature,974,1020,0,0,0,0,0,0,0,0,902,1198.79,26.9
2026-11-06,Friday,11,14,0,Dinner,Chole Kulche,922,1020,0,0,0,0,0,0,0,0,797,896.29,18.13
2026-11-07,Saturday,11,15,1,Breakfast,Cornflakes & Milk,660,1020,0,0,0,0,0,0,0,1,641,572.24,33.6
2026-11-07,Saturday,11,15,1,Lunch,Veg Khichdi,744,1020,0,0,0,0,0,0,0,1,749,1052.6,303.65
2026-11-07,Saturday,11,15,1,Dinner,Dal Khichdi Dinner,699,1020,0,0,0,0,0,0,0,1,709,752.78,164.57
2026-11-08,Sunday,11,15,1,Breakfast,Idli Vada Combo,548,1020,0,0,0,0,0,0,0,0,556,530.18,87.06
2026-11-08,Sunday,11,15,1,Lunch,Vegetable Biryani,914,1020,0,0,0,0,0,0,0,0,869,1223.29,133.31
2026-11-08,Sunday,11,15,1,Dinner,Stuffed Tinda Curry,648,1020,0,0,0,0,0,0,0,0,664,789.94,204.1
2026-11-09,Monday,11,15,0,Breakfast,Masala Dosa,792,1020,0,0,0,0,0,0,0,0,766,678.75,32.21
2026-11-09,Monday,11,15,0,Lunch,Dal Tadka & Rice,749,1020,0,0,0,0,0,0,0,0,774,1090.98,202.59
2026-11-09,Monday,11,15,0,Dinner,Dal Fry & Jeera Rice,884,1020,0,0,0,0,0,0,0,0,956,1111.12,241.63
2026-11-10,Tuesday,11,15,0,Breakfast,Poha,746,1020,0,0,0,0,0,0,0,0,754,678.65,87.63
2026-11-10,Tuesday,11,15,0,Lunch,Rajma Chawal,960,1020,0,0,0,0,0,0,0,0,902,1224.61,86.76
2026-11-10,Tuesday,11,15,0,Dinner,Chicken Biryani / Veg Biryani,863,1020,0,0,0,0,0,0,0,0,863,1021.89,152.29
2026-11-11,Wednesday,11,15,0,Breakfast,Aloo Paratha,683,1020,0,0,0,0,0,0,0,0,575,493.22,31.53
2026-11-11,Wednesday,11,15,0,Lunch,Lauki Ki Sabji,771,1020,0,0,0,0,0,0,0,0,721,908.63,142.33
2026-11-11,Wednesday,11,15,0,Dinner,Paneer Tikka Masala,1004,1020,0,0,0,0,0,0,0,0,976,1101.2,112.83
2026-11-12,Thursday,11,15,0,Breakfast,Bread Butter Jam,628,1020,0,0,0,0,0,0,0,0,675,581.31,81.68
2026-11-12,Thursday,11,15,0,Lunch,Kadhai Paneer & Roti,1020,1020,0,0,0,0,0,0,0,0,959,1240.78,5.0
2026-11-12,Thursday,11,15,0,Dinner,Rajma Masala Dinner,808,1020,0,0,0,0,0,0,0,0,797,866.17,63.43
2026-11-13,Friday,11,15,0,Breakfast,Masala Khichdi,752,1020,0,0,0,0,0,0,0,0,743,674.57,170.13
2026-11-13,Friday,11,15,0,Lunch,Chole Bhature,1020,1020,0,0,0,0,0,0,0,0,1020,1423.02,182.77
2026-11-13,Friday,11,15,0,Dinner,Chole Kulche,788,1020,0,0,0,0,0,0,0,0,773,883.92,108.27
2026-11-14,Saturday,11,16,1,Breakfast,Cornflakes & Milk,607,1020,0,0,0,0,0,0,0,0,632,569.91,90.4
2026-11-14,Saturday,11,16,1,Lunch,Veg Khichdi,686,1020,0,0,0,0,0,0,0,0,694,892.86,208.0
2026-11-14,Saturday,11,16,1,Dinner,Dal Khichdi Dinner,745,1020,0,0,0,0,0,0,0,0,731,837.98,237.4
2026-11-15,Sunday,11,16,1,Breakfast,Idli Vada Combo,496,1020,0,0,0,0,0,0,0,0,429,396.03,26.84
2026-11-15,Sunday,11,16,1,Lunch,Vegetable Biryani,951,1020,0,0,0,0,0,0,0,0,1020,1391.3,250.2
2026-11-15,Sunday,11,16,1,Dinner,Chicken Biryani / Veg Biryani,845,1020,0,0,0,0,0,0,0,0,875,982.07,155.73
2026-11-16,Monday,11,16,0,Breakfast,Masala Dosa,839,1020,0,0,0,0,0,0,0,0,868,826.61,132.57
2026-11-16,Monday,11,16,0,Lunch,Dal Tadka & Rice,880,1020,0,0,0,0,0,0,0,0,835,1201.9,168.29
2026-11-16,Monday,11,16,0,Dinner,Dal Fry & Jeera Rice,750,1020,0,0,0,0,0,0,0,0,753,876.72,136.96
2026-11-17,Tuesday,11,16,0,Breakfast,Poha,593,1020,0,0,0,0,0,0,0,0,560,500.46,43.7
2026-11-17,Tuesday,11,16,0,Lunch,Rajma Chawal,1020,1020,0,0,0,0,0,0,0,0,1012,1445.2,194.29
2026-11-17,Tuesday,11,16,0,Dinner,Lauki Ki Bhurji,597,1020,0,0,0,0,0,0,0,0,561,666.01,155.22
2026-11-18,Wednesday,11,16,0,Breakfast,Aloo Paratha,817,1020,0,0,0,0,0,0,0,0,800,729.55,66.63
2026-11-18,Wednesday,11,16,0,Lunch,Lauki Ki Sabji,658,1020,0,0,0,0,0,0,0,0,681,942.41,260.78
2026-11-18,Wednesday,11,16,0,Dinner,Paneer Tikka Masala,878,1020,0,0,0,0,0,0,0,0,901,957.91,65.4
2026-11-19,Thursday,11,16,0,Breakfast,Bread Butter Jam,723,1020,0,0,0,0,0,0,0,0,650,554.03,15.32
2026-11-19,Thursday,11,16,0,Lunch,Kadhai Paneer & Roti,972,1020,0,0,0,0,0,0,0,0,913,1154.61,5.0
2026-11-19,Thursday,11,16,0,Dinner,Rajma Masala Dinner,910,1020,0,0,0,0,0,0,0,0,968,1020.88,64.49
2026-11-20,Friday,11,16,0,Breakfast,Masala Dosa,729,1020,0,0,0,0,0,0,0,0,762,658.68,87.76
2026-11-20,Friday,11,16,0,Lunch,Chole Bhature,942,1020,0,0,0,0,0,0,0,0,902,1266.52,113.3
2026-11-20,Friday,11,16,0,Dinner,Chole Kulche,949,1020,0,0,0,0,0,0,0,0,951,1119.0,157.12
2026-11-21,Saturday,11,17,1,Breakfast,Cornflakes & Milk,617,1020,0,0,0,0,0,0,0,0,585,532.58,68.95
2026-11-21,Saturday,11,17,1,Lunch,Tinda Masala & Roti,667,1020,0,0,0,0,0,0,0,0,746,1000.61,260.58
2026-11-21,Saturday,11,17,1,Dinner,Dal Khichdi Dinner,635,1020,0,0,0,0,0,0,0,0,642,693.41,145.78
2026-11-22,Sunday,11,17,1,Breakfast,Idli Vada Combo,462,1020,0,0,0,0,0,0,0,0,510,463.18,97.4
2026-11-22,Sunday,11,17,1,Lunch,Paneer Butter Masala,965,1020,0,0,0,0,0,0,0,0,994,1407.46,249.75
2026-11-22,Sunday,11,17,1,Dinner,Chicken Biryani / Veg Biryani,903,1020,0,0,0,0,0,0,0,0,913,1014.51,85.95
2026-11-23,Monday,11,17,0,Breakfast,Masala Dosa,712,1020,0,0,0,0,0,0,0,0,699,620.9,52.8
2026-11-23,Monday,11,17,0,Lunch,Dal Tadka & Rice,800,1020,0,0,0,0,0,0,0,0,869,1212.12,272.07
2026-11-23,Monday,11,17,0,Dinner,Dal Fry & Jeera Rice,809,1020,0,0,0,0,0,0,0,0,792,877.77,99.05
2026-11-24,Tuesday,11,17,0,Breakfast,Poha,717,1020,0,0,0,0,0,0,0,0,805,713.27,154.23
2026-11-24,Tuesday,11,17,0,Lunch,Rajma Chawal,958,1020,0,0,0,0,0,0,0,0,972,1272.88,132.43
2026-11-24,Tuesday,11,17,0,Dinner,Lauki Ki Bhurji,802,1020,0,0,0,0,0,0,0,0,728,808.95,98.51
2026-11-25,Wednesday,11,17,0,Breakfast,Aloo Paratha,758,1020,0,0,0,0,0,0,0,0,747,653.68,49.72
2026-11-25,Wednesday,11,17,0,Lunch,Lauki Ki Sabji,771,1020,0,0,0,0,0,0,0,0,839,1124.61,314.99
2026-11-25,Wednesday,11,17,0,Dinner,Paneer Tikka Masala,865,1020,0,0,0,0,0,0,0,0,862,909.96,56.6
2026-11-26,Thursday,11,17,0,Breakfast,Bread Butter Jam,603,1020,0,0,0,0,0,0,0,0,616,541.4,69.3
2026-11-26,Thursday,11,17,0,Lunch,Kadhai Paneer & Roti,873,1020,0,0,0,0,0,0,0,0,866,1145.93,80.63
2026-11-26,Thursday,11,17,0,Dinner,Rajma Masala Dinner,830,1020,0,0,0,0,0,0,0,0,769,827.22,28.01
2026-11-27,Friday,11,17,0,Breakfast,Masala Khichdi,710,1020,0,0,0,0,0,0,0,0,783,682.27,165.14
2026-11-27,Friday,11,17,0,Lunch,Chole Bhature,835,1020,0,0,0,0,0,0,0,0,782,987.91,5.0
2026-11-27,Friday,11,17,0,Dinner,Chole Kulche,843,1020,0,0,0,0,0,0,0,0,922,1010.94,171.77
2026-11-28,Saturday,11,18,1,Breakfast,Cornflakes & Milk,580,1020,0,0,0,0,0,0,0,0,608,555.12,108.69
2026-11-28,Saturday,11,18,1,Lunch,Veg Khichdi,803,1020,0,0,0,0,0,0,0,0,840,1102.61,221.63
2026-11-28,Saturday,11,18,1,Dinner,Dal Khichdi Dinner,808,1020,0,0,0,0,0,0,0,0,798,845.37,98.53
2026-11-29,Sunday,11,18,1,Breakfast,Idli Vada Combo,397,1020,0,0,0,0,0,0,0,0,453,408.9,109.38
2026-11-29,Sunday,11,18,1,Lunch,Vegetable Biryani,920,1020,0,0,0,0,0,0,0,0,887,1171.34,42.07
2026-11-29,Sunday,11,18,1,Dinner,Chicken Biryani / Veg Biryani,948,1020,0,0,0,0,0,0,0,0,974,1031.39,81.86
2026-11-30,Monday,11,18,0,Breakfast,Masala Dosa,800,1020,0,0,0,0,0,0,0,0,840,759.37,126.69
2026-11-30,Monday,11,18,0,Lunch,Dal Tadka & Rice,973,1020,0,0,0,0,0,0,0,0,1004,1314.09,179.81
2026-11-30,Monday,11,18,0,Dinner,Dal Fry & Jeera Rice,732,1020,0,0,0,0,0,0,0,0,758,870.09,155.66
2026-12-01,Tuesday,12,18,0,Breakfast,Poha,622,1020,0,0,0,0,0,0,0,0,679,640.44,156.05
2026-12-01,Tuesday,12,18,0,Lunch,Rajma Chawal,1006,1020,0,0,0,0,0,0,0,0,1020,1323.63,111.38
2026-12-01,Tuesday,12,18,0,Dinner,Paneer Tikka Masala,1002,1020,0,0,0,0,0,0,0,0,1020,1109.24,73.62
2026-12-02,Wednesday,12,18,0,Breakfast,Aloo Paratha,715,1020,0,0,0,0,0,0,0,0,702,647.22,69.44
2026-12-02,Wednesday,12,18,0,Lunch,Lauki Ki Sabji,760,1020,0,0,0,0,0,0,0,0,815,1112.85,272.7
2026-12-02,Wednesday,12,18,0,Dinner,Matar Paneer & Roti,886,1020,0,0,0,0,0,0,0,0,916,1014.86,108.58
2026-12-03,Thursday,12,18,0,Breakfast,Bread Butter Jam,709,1020,0,0,0,0,0,0,0,0,649,598.49,49.23
2026-12-03,Thursday,12,18,0,Lunch,Veg Khichdi,761,1020,0,0,0,0,0,0,0,0,810,1055.91,269.77
2026-12-03,Thursday,12,18,0,Dinner,Rajma Masala Dinner,826,1020,0,0,0,0,0,0,0,0,841,965.67,150.35
2026-12-04,Friday,12,18,0,Breakfast,Masala Khichdi,594,1020,0,0,0,0,0,0,0,0,572,507.68,74.78
2026-12-04,Friday,12,18,0,Lunch,Chole Bhature,881,1020,0,0,0,0,0,0,0,0,847,1165.53,108.48
2026-12-04,Friday,12,18,0,Dinner,Chole Kulche,771,1020,0,0,0,0,0,0,0,0,836,890.73,99.75
2026-12-05,Saturday,12,19,1,Breakfast,Cornflakes & Milk,679,1020,0,0,0,0,0,0,0,0,596,556.66,22.17
2026-12-05,Saturday,12,19,1,Lunch,Veg Khichdi,657,1020,0,0,0,0,0,0,0,0,664,888.78,215.02
2026-12-05,Saturday,12,19,1,Dinner,Dal Khichdi Dinner,710,1020,0,0,0,0,0,0,0,0,704,806.58,205.46
2026-12-06,Sunday,12,19,1,Breakfast,Methi Thepla,352,1020,0,0,0,0,0,0,0,1,314,272.84,10.39
2026-12-06,Sunday,12,19,1,Lunch,Vegetable Biryani,934,1020,0,0,0,0,0,0,0,1,918,1221.95,92.18
2026-12-06,Sunday,12,19,1,Dinner,Chicken Biryani / Veg Biryani,922,1020,0,0,0,0,0,0,0,1,953,1010.07,77.43
2026-12-07,Monday,12,19,0,Breakfast,Masala Dosa,705,1020,0,0,0,0,0,0,0,0,745,637.16,78.01
2026-12-07,Monday,12,19,0,Lunch,Dal Tadka & Rice,911,1020,0,0,0,0,0,0,0,0,913,1212.74,131.39
2026-12-07,Monday,12,19,0,Dinner,Dal Fry & Jeera Rice,806,1020,0,0,0,0,0,0,0,0,754,874.65,81.21
2026-12-08,Tuesday,12,19,0,Breakfast,Poha,689,1020,0,0,0,0,0,0,0,0,586,501.09,22.54
2026-12-08,Tuesday,12,19,0,Lunch,Rajma Chawal,938,1020,0,0,0,0,0,0,0,0,868,1218.2,75.45
2026-12-08,Tuesday,12,19,0,Dinner,Lauki Ki Bhurji,708,1020,0,0,0,0,0,0,0,0,657,759.84,128.9
2026-12-09,Wednesday,12,19,0,Breakfast,Aloo Paratha,733,1020,0,0,0,0,0,0,0,1,766,697.75,86.89
2026-12-09,Wednesday,12,19,0,Lunch,Lauki Ki Sabji,727,1020,0,0,0,0,0,0,0,1,729,1022.67,290.75
2026-12-09,Wednesday,12,19,0,Dinner,Paneer Tikka Masala,1020,1020,0,0,0,0,0,0,0,1,941,1086.29,69.72
2026-12-10,Thursday,12,19,0,Breakfast,Bread Butter Jam,749,1020,0,0,0,0,0,0,0,0,732,644.36,59.41
2026-12-10,Thursday,12,19,0,Lunch,Kadhai Paneer & Roti,1020,1020,0,0,0,0,0,0,0,0,933,1317.88,86.89
2026-12-10,Thursday,12,19,0,Dinner,Rajma Masala Dinner,799,1020,0,0,0,0,0,0,0,0,828,973.91,158.62
2026-12-11,Friday,12,19,0,Breakfast,Puri Sabji,705,1020,0,0,0,0,0,0,0,0,561,487.41,29.57
2026-12-11,Friday,12,19,0,Lunch,Chole Bhature,979,1020,0,0,0,0,0,0,0,0,1004,1443.22,258.43
2026-12-11,Friday,12,19,0,Dinner,Chole Kulche,913,1020,0,0,0,0,0,0,0,0,946,1004.46,93.31
2026-12-12,Saturday,12,20,1,Breakfast,Cornflakes & Milk,614,1020,1,0,0,0,0,0,0,0,674,611.34,145.35
2026-12-12,Saturday,12,20,1,Lunch,Veg Khichdi,682,1020,1,0,0,0,0,0,0,0,619,794.06,51.5
2026-12-12,Saturday,12,20,1,Dinner,Dal Khichdi Dinner,668,1020,1,0,0,0,0,0,0,0,734,788.72,246.47
2026-12-13,Sunday,12,20,1,Breakfast,Masala Dosa,530,1020,1,0,0,0,0,0,0,1,504,462.47,22.06
2026-12-13,Sunday,12,20,1,Lunch,Vegetable Biryani,902,1020,1,0,0,0,0,0,0,1,869,1119.74,15.45
2026-12-13,Sunday,12,20,1,Dinner,Dal Khichdi Dinner,763,1020,1,0,0,0,0,0,0,1,768,857.93,155.31
2026-12-14,Monday,12,20,0,Breakfast,Masala Dosa,768,1020,1,0,0,0,0,0,0,0,794,703.94,114.8
2026-12-14,Monday,12,20,0,Lunch,Dal Tadka & Rice,923,1020,1,0,0,0,0,0,0,0,789,1018.38,24.13
2026-12-14,Monday,12,20,0,Dinner,Dal Fry & Jeera Rice,853,1020,1,0,0,0,0,0,0,0,813,927.55,91.43
2026-12-15,Tuesday,12,20,0,Breakfast,Poha,802,1020,1,0,0,0,0,0,0,0,850,774.15,158.81
2026-12-15,Tuesday,12,20,0,Lunch,Rajma Chawal,964,1020,1,0,0,0,0,0,0,0,971,1317.56,156.52
2026-12-15,Tuesday,12,20,0,Dinner,Lauki Ki Bhurji,596,1020,1,0,0,0,0,0,0,0,515,570.1,40.87
2026-12-16,Wednesday,12,20,0,Breakfast,Aloo Paratha,831,1020,1,0,0,0,0,0,0,1,801,727.8,73.97
2026-12-16,Wednesday,12,20,0,Lunch,Lauki Ki Sabji,664,1020,1,0,0,0,0,0,0,1,626,801.93,53.49
2026-12-16,Wednesday,12,20,0,Dinner,Paneer Tikka Masala,1001,1020,1,0,0,0,0,0,0,1,981,1124.33,117.2
2026-12-17,Thursday,12,20,0,Breakfast,Bread Butter Jam,751,1020,1,0,0,0,0,0,0,0,735,678.18,103.44
2026-12-17,Thursday,12,20,0,Lunch,Lauki Ki Sabji,706,1020,1,0,0,0,0,0,0,0,720,1001.9,226.95
2026-12-17,Thursday,12,20,0,Dinner,Rajma Masala Dinner,974,1020,1,0,0,0,0,0,0,0,954,1030.86,46.59
2026-12-18,Friday,12,20,0,Breakfast,Masala Khichdi,772,1020,1,0,0,0,0,0,0,0,757,691.42,115.61
2026-12-18,Friday,12,20,0,Lunch,Aloo Gobhi & Roti,827,1020,1,0,0,0,0,0,0,0,816,1156.42,174.02
2026-12-18,Friday,12,20,0,Dinner,Chole Kulche,892,1020,1,0,0,0,0,0,0,0,899,1069.65,159.66
2026-12-19,Saturday,12,21,1,Breakfast,Idli Vada Combo,437,1020,1,0,1,0,0,0,0,0,440,419.29,59.83
2026-12-19,Saturday,12,21,1,Lunch,Veg Khichdi,469,1020,1,0,1,0,0,0,0,0,575,820.44,330.23
2026-12-19,Saturday,12,21,1,Dinner,Dal Khichdi Dinner,568,1020,1,0,1,0,0,0,0,0,526,628.69,107.21
2026-12-20,Sunday,12,21,1,Breakfast,Bread Butter Jam,218,1020,1,0,1,0,0,0,0,0,214,201.49,50.09
2026-12-20,Sunday,12,21,1,Lunch,Vegetable Biryani,697,1020,1,0,1,0,0,0,0,0,639,866.95,59.23
2026-12-20,Sunday,12,21,1,Dinner,Chicken Biryani / Veg Biryani,738,1020,1,0,1,0,0,0,0,0,810,916.27,184.17
2026-12-21,Monday,12,21,0,Breakfast,Masala Dosa,583,1020,1,0,1,0,0,0,0,0,632,582.01,101.21
2026-12-21,Monday,12,21,0,Lunch,Dal Tadka & Rice,792,1020,1,0,1,0,0,0,0,0,723,923.43,5.0
